Trade#,Rank,Strategy,TotalPnL_Percent,WinRate_Percent,TokenAddress,TokenSymbol,TokenName,Chain,Caller,AlertTime,EntryPrice,ExitPrice,PnL_Multiplier,PnL_Percent,Max_Multiplier_Reached,HoldDuration_Minutes,TimeToAth_Minutes,CandlesCount
102,3,Strategy_3949,52.24,11.76,3sEE9zj79Tzrm7T8geAkzTQDdG4Me637d1aMi9fUpump,UNKNOWN,Unknown Token,solana,Unknown,2025-08-31T02:38:25.000Z,0.00003707,0.00002224,0.6000,-40.00,1.3072,10040,5,234
103,3,Strategy_3949,52.24,11.76,EuzDfT3XVdWXXDV3xfzpUkCsajm3yexr2KyQjsN3pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-01T05:48:25.000Z,0.00029012,0.00017407,0.6000,-40.00,1.3526,10030,15,234
104,3,Strategy_3949,52.24,11.76,51YWtFnA97ERyvbxhV6Qoxmkqe3H4g5DCr7P5MUpWiFE,UNKNOWN,Unknown Token,solana,Unknown,2025-09-01T12:06:14.000Z,0.00083652,0.00072442,0.8660,-13.40,2.1150,10070,8810,234
105,3,Strategy_3949,52.24,11.76,HMcQvSj8hEqdkbyPbEUmiU6mnu5k2Ki5y5J65ebpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-02T12:26:24.000Z,0.00013131,0.00007878,0.6000,-40.00,2.0350,10050,15,693
106,3,Strategy_3949,52.24,11.76,GGnJAYezJw5MhUg8u7RWnv1dqe7tj2rVrJJ1AmL8pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-02T18:54:49.000Z,0.00053346,0.00032008,0.6000,-40.00,1.5332,10025,0,234
107,3,Strategy_3949,52.24,11.76,D7Z2fUrxECBh91chmnou8u7E9Yaq7inzzcjg9G1Apump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-02T21:28:54.000Z,0.00964816,0.00854570,0.8857,-11.43,1.2856,10050,2610,234
108,3,Strategy_3949,52.24,11.76,FDEF2U9geiWS7sdGPCUo2r1wGswkJr2mmVTECiH6pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-02T22:13:33.000Z,0.01830458,0.01098275,0.6000,-40.00,2.3257,10065,150,234
109,3,Strategy_3949,52.24,11.76,HGwdb6RQsMTqXpjBiy5BEAXHcpanmJr3c1Dj84r5pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-03T06:14:54.000Z,0.00025024,0.00045951,1.8363,83.63,9.6653,10065,1065,699
110,3,Strategy_3949,52.24,11.76,dh1yPPKTsqR25aVVpbp24rHTjc7VbyhFPGiQyrypump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-03T21:12:38.000Z,0.00044363,0.00026618,0.6000,-40.00,1.3707,10065,525,402
111,3,Strategy_3949,52.24,11.76,FdpEvMwXM99WsCr5zwrQ5BqgQTSLULpewpXjfs7ABAGS,UNKNOWN,Unknown Token,solana,Unknown,2025-09-04T11:14:05.000Z,0.00108311,0.00083155,0.7677,-23.23,1.6077,10065,105,636
112,3,Strategy_3949,52.24,11.76,FfptCUbN78XmFB9A51Q9v4KGXJHiSkHV36dUfjVmpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-04T12:35:04.000Z,0.00094055,0.00056433,0.6000,-40.00,1.6362,10040,15,632
113,3,Strategy_3949,52.24,11.76,BFhwU8vyK4v1bm3uva4TXrrhN1md1eSpx75ah245oxSr,UNKNOWN,Unknown Token,solana,Unknown,2025-09-04T12:52:07.000Z,0.00027237,0.00016342,0.6000,-40.00,1.5959,10025,280,464
114,3,Strategy_3949,52.24,11.76,82knoLRwHvWQr3tBo2ExUumVCNMsY6Pi51UvRzmEpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-04T12:55:14.000Z,0.00007779,0.00004667,0.6000,-40.00,3.2165,10020,0,234
115,3,Strategy_3949,52.24,11.76,8nr9vtxmaRz6hc68wmr7kvVQe2iFYqJJnK6SykLXpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-04T18:23:26.000Z,0.00008159,0.00004895,0.6000,-40.00,1.7601,10055,0,234
116,3,Strategy_3949,52.24,11.76,GBUxQFRXQjSPjkxymAUKPfbUbSpRY8Ui7az1HCxtpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-06T11:48:38.000Z,0.00180177,0.00108106,0.6000,-40.00,1.2140,10030,15,234
117,3,Strategy_3949,52.24,11.76,BV3PUxYhLs1X859A8ev7QaGnQLESnqY7kTaak3Aepump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-06T13:58:27.000Z,0.00010097,0.00006058,0.6000,-40.00,2.2290,10020,200,915
118,3,Strategy_3949,52.24,11.76,FRsV3m924aGpLMuEekoo3JkkMt1oopaM4JY9ki5YLXrp,UNKNOWN,Unknown Token,solana,Unknown,2025-09-07T09:30:51.000Z,0.03403019,0.02041811,0.6000,-40.00,3.5717,10045,300,234
119,3,Strategy_3949,52.24,11.76,Cph1zxsCUz18v6aa2hiUYwfVkSV7BSFHmCaJLqQspump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-07T12:12:32.000Z,0.00134823,0.00080894,0.6000,-40.00,1.3638,10065,25,402
120,3,Strategy_3949,52.24,11.76,DTu9Q27rgmVPuiA4F73dQydzfvYpyoPgds3GxDo8hREV,UNKNOWN,Unknown Token,solana,Unknown,2025-09-07T23:39:58.000Z,0.00006056,0.00003634,0.6000,-40.00,2.6273,10040,75,234
121,3,Strategy_3949,52.24,11.76,4GjbDFgZW6JwDSEAbbJaaeDwFc434GjqkDsNRBixpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-08T16:41:47.000Z,0.00025127,0.00015076,0.6000,-40.00,1.2052,10035,0,234
122,3,Strategy_3949,52.24,11.76,HfVnabiJCByE8ko6DWZvKKLUKMVRVs2chTKUeyEqpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-09T04:38:55.000Z,0.00016258,0.00009755,0.6000,-40.00,12.7922,10040,1460,464
123,3,Strategy_3949,52.24,11.76,BKmYE8w1GEQ6khhLkvMj4ULvV4Gq7zLfJZSgsHE5pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-10T13:47:29.000Z,0.00236098,0.00141659,0.6000,-40.00,1.0639,10030,10,234
124,3,Strategy_3949,52.24,11.76,b8mCYh9psBHCw5L5YZZTJgRuVcaDBd1zZD8TK1Cpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-10T13:55:43.000Z,0.00016397,0.00009838,0.6000,-40.00,16.8499,10020,340,467
125,3,Strategy_3949,52.24,11.76,2LsescRjhcxoUwEQLpcsd3Gh6AHUyqEHANDakkoSpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-10T14:26:36.000Z,0.02009427,0.01205656,0.6000,-40.00,1.0521,10050,0,234
126,3,Strategy_3949,52.24,11.76,2Zwa3HKmVd1h7T7gUiwdr1ZSCrgfxxXv2tLTWovgpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-10T14:48:45.000Z,0.00021303,0.00012782,0.6000,-40.00,1.8301,10030,25,467
127,3,Strategy_3949,52.24,11.76,8ZhE5cAiiRRsTctLAHf7zzjMYahFzikMABMHh5W5pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-10T19:49:53.000Z,0.00023983,0.00014390,0.6000,-40.00,2.3553,10030,10,234
128,3,Strategy_3949,52.24,11.76,Hwui6yPX8iPWxs1bD95zaiwrEJ3md2tksweVADsmpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-11T17:03:15.000Z,0.00014270,0.00008562,0.6000,-40.00,1.7442,10075,10,696
129,3,Strategy_3949,52.24,11.76,UmTt1cGStKwAQFXbQWELJzyjNFrdwV2JrFW6pcEpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-11T21:41:27.000Z,0.00037636,0.00022582,0.6000,-40.00,1.1828,10035,1035,234
130,3,Strategy_3949,52.24,11.76,2oFymDJhPxzjPwLk4RBMpjosVoxaLFM8oj1K8rpepump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-12T07:56:39.000Z,0.00158869,0.00095322,0.6000,-40.00,2.1554,10020,30,694
131,3,Strategy_3949,52.24,11.76,CKW8P1A72umtcbC35shqvuDUPf5N9P6LDkGUwkB1pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-12T13:53:58.000Z,0.00094419,0.00056651,0.6000,-40.00,1.5169,10025,10,693
132,3,Strategy_3949,52.24,11.76,AjgSvYmJLhvt3FteiyTqQf8XBj1SVs6T6AmSUfkHpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-12T19:23:14.000Z,0.00338788,0.00203273,0.6000,-40.00,1.5324,10055,25,234
133,3,Strategy_3949,52.24,11.76,EhwhYhMJp434kqQeFRRBCwCVPkgdjrYFcBXGozxVpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-12T19:37:41.000Z,0.00125708,0.00075425,0.6000,-40.00,1.4610,10040,140,234
134,3,Strategy_3949,52.24,11.76,2QsU1pxiCErihgK8bU7dfsgXcRUcFoWp5KcbBVg4pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-13T05:49:23.000Z,0.00030956,0.00018573,0.6000,-40.00,1.1781,10030,0,234
135,3,Strategy_3949,52.24,11.76,2YMTGyWoGGPpaHt81QFTpfkom99hbT1yPHbAZs6ppump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-13T06:48:24.000Z,0.00024985,0.00014991,0.6000,-40.00,1.4087,10030,5,701
136,3,Strategy_3949,52.24,11.76,EXoMAHnw2Gw5fXJTektedLJDVn9vn8tLTEQX7gHccQKR,UNKNOWN,Unknown Token,solana,Unknown,2025-09-13T09:16:11.000Z,9.09499165,5.45699499,0.6000,-40.00,2.3509,10060,60,1098
137,3,Strategy_3949,52.24,11.76,7Pnqg1S6MYrL6AP1ZXcToTHfdBbTB77ze6Y33qBBpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-13T19:17:33.000Z,0.01092744,0.00864673,0.7913,-20.87,4.9313,10060,1420,683
138,3,Strategy_3949,52.24,11.76,Hnm13jN2hNuJ4Za1p2Xd7fdyR6pKKDcJibR9NYiXpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-14T08:21:32.000Z,0.00008622,0.00005173,0.6000,-40.00,8.0026,10055,695,467
139,3,Strategy_3949,52.24,11.76,HQDTzNa4nQVetoG6aCbSLX9kcH7tSv2j2sTV67Etpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-14T09:05:09.000Z,0.00334256,0.00200554,0.6000,-40.00,3.0260,10070,350,570
140,3,Strategy_3949,52.24,11.76,9LjLmk78kDbpsR18kYcdbEJe9yWALwkkSWaXA76Epump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-14T09:59:02.000Z,0.00345222,0.00207133,0.6000,-40.00,1.8090,10020,1140,466
141,3,Strategy_3949,52.24,11.76,3PGdDLidBipCWYzzH11SsdMtucjS8M8RfdT5UDALpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-14T11:16:37.000Z,0.00022418,0.00013451,0.6000,-40.00,2.5620,10060,1660,234
142,3,Strategy_3949,52.24,11.76,6XfSrY8UP1mUfRimA9QuxgYDdwV3hF75m3ajX7g6YNUS,UNKNOWN,Unknown Token,solana,Unknown,2025-09-14T13:51:10.000Z,0.00045510,0.00027306,0.6000,-40.00,1.9644,10025,10,234
143,3,Strategy_3949,52.24,11.76,5UB6vnMU7b6khnUjCoPqWbXCdmJWssWREJDwH147pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-14T15:01:17.000Z,0.00187509,0.00112505,0.6000,-40.00,2.1256,10075,30,702
144,3,Strategy_3949,52.24,11.76,EUuQTUrnEWkXmYEiChCfSSBM68eAmN5G3WM9iyhHpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-14T19:53:33.000Z,0.00048754,0.00029253,0.6000,-40.00,1.9846,10025,0,234
145,3,Strategy_3949,52.24,11.76,FyB8VxxYAaVVchAgbB1kvjWdw26ovaD4ipwV1j8epump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-15T10:51:29.000Z,0.00092343,0.00092985,1.0070,0.70,6.0311,10025,1865,677
146,3,Strategy_3949,52.24,11.76,986j8mhmidrcbx3wf1XJxsQFvWBMXg7gnDi3mejsr8H8,UNKNOWN,Unknown Token,solana,Unknown,2025-09-15T15:04:41.000Z,0.01115493,0.00669296,0.6000,-40.00,1.6317,10075,35,234
147,3,Strategy_3949,52.24,11.76,8cQynx5ZaJKwdHsuXmSn3Y16RXta7ZTyTS1hW55Gpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-16T07:47:01.000Z,0.00062639,0.00037583,0.6000,-40.00,2.5485,10030,670,461
148,3,Strategy_3949,52.24,11.76,PRTLSwfLzpVGSAQiUfXEenJkq1cwTsEcsn1hPL9zwwg,UNKNOWN,Unknown Token,solana,Unknown,2025-09-16T12:16:03.000Z,0.28727560,0.17236536,0.6000,-40.00,1.2236,10060,0,234
149,3,Strategy_3949,52.24,11.76,96hj47MzSpZgVcT1v4nwpbQNEU59f6ys48PArGivpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-17T01:04:11.000Z,0.00237489,0.00142493,0.6000,-40.00,1.2248,10075,2755,234
150,3,Strategy_3949,52.24,11.76,5PpWbYsDosMGEre1PThdXhHjN85S1RX7fsLMDRi3pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-17T15:52:47.000Z,0.00024519,0.00014712,0.6000,-40.00,3.0513,10025,365,685
151,3,Strategy_3949,52.24,11.76,xr6TRFpam3hf28iuMqRMpCXu15G8TYz4Wsj4vTapump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-19T08:26:44.000Z,0.00005019,0.00004087,0.8143,-18.57,1.9510,10050,1230,466
152,3,Strategy_3949,52.24,11.76,t6Z8Qh7eRn6ikRiL4DeoieTkFz3YtmamDwZQK2Spump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-19T13:21:19.000Z,0.00016170,0.00009702,0.6000,-40.00,1.1183,10055,0,234
153,3,Strategy_3949,52.24,11.76,0xbbCe66051dD7682687d86640Bf3720F45Be14444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-19T16:12:02.000Z,0.00021956,0.00013173,0.6000,-40.00,1.8844,10065,0,234
154,3,Strategy_3949,52.24,11.76,0x80302041F9FBEc9Cc9849de905A43d07D7454444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-19T18:34:16.000Z,0.00007685,0.00004611,0.6000,-40.00,1.6034,10045,0,695
155,3,Strategy_3949,52.24,11.76,He9v4WBhFnDx6roRv4pxPx6nGAYM5EMYFanSVKCwpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-20T10:11:18.000Z,0.00041507,0.00024904,0.6000,-40.00,1.2257,10065,15,234
156,3,Strategy_3949,52.24,11.76,0x932Fb7f52adBC34ff81B4342b8C036b7b8Ac4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-20T15:38:22.000Z,0.00742504,0.00445502,0.6000,-40.00,3.5695,10040,1280,702
157,3,Strategy_3949,52.24,11.76,0x000Ae314E2A2172a039B26378814C252734f556A,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-20T17:22:27.000Z,1.40788145,2.06240471,1.4649,46.49,1.7353,10055,5195,468
158,3,Strategy_3949,52.24,11.76,0x78F5d389F5CDCcFc41594aBaB4B0Ed02F31398b3,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-20T18:48:08.000Z,1.54926285,2.03778225,1.3153,31.53,1.5673,10030,5290,234
159,3,Strategy_3949,52.24,11.76,0x20d6015660b3fe52e6690a889b5c51f69902ce0e,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-21T17:10:41.000Z,3.35305701,24.26364394,7.2363,623.63,63.8706,10065,585,1246
160,3,Strategy_3949,52.24,11.76,0x48f1d633712f5ee056a410fc43b16bb261ba4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-21T20:36:50.000Z,0.00379516,0.00227709,0.6000,-40.00,1.2267,10040,0,432
161,3,Strategy_3949,52.24,11.76,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-22T00:29:10.000Z,0.00201715,0.00121029,0.6000,-40.00,5.5781,10050,1110,402
162,3,Strategy_3949,52.24,11.76,0x20d6015660b3fe52e6690a889b5C51F69902cE0e,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-22T06:08:54.000Z,22.27433203,26.80232566,1.2033,20.33,2.2932,10070,530,1140
163,3,Strategy_3949,52.24,11.76,0xb8a3c1aa7fd236029f66bf7cd7cea51e8368940b,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-22T07:07:46.000Z,0.63698768,0.38219261,0.6000,-40.00,1.4584,10070,20,234
164,3,Strategy_3949,52.24,11.76,0x8bE1Cd9Db9F97aB6972d191B96fDbdA199E06748,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-22T13:54:19.000Z,0.26286872,0.15772123,0.6000,-40.00,1.6611,10025,5,467
165,3,Strategy_3949,52.24,11.76,7RMD2knb2JmFaged8PsZ6rBZoJEVgW3r3hM52A6fmoon,UNKNOWN,Unknown Token,solana,Unknown,2025-09-22T15:44:56.000Z,0.00083176,0.00075393,0.9064,-9.36,1.0000,10035,0,234
166,3,Strategy_3949,52.24,11.76,0x48f1d633712F5eE056a410Fc43B16bB261ba4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-23T08:01:38.000Z,0.00195782,0.00117469,0.6000,-40.00,1.3617,10075,355,402
167,3,Strategy_3949,52.24,11.76,0x15D29C42981E2319E01079C81b56603C5f334444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-24T13:39:56.000Z,0.00058650,0.00035190,0.6000,-40.00,5.2822,10040,20,468
168,3,Strategy_3949,52.24,11.76,0xDB567DD20F0eD3c33aBdEAaef72b80a1DdD04444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-24T13:53:57.000Z,0.00005459,0.00003275,0.6000,-40.00,1.6049,10025,0,468
169,3,Strategy_3949,52.24,11.76,0x7d03759E5B41E36899833cb2E008455d69A24444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-25T20:02:54.000Z,0.00324295,0.00859214,2.6495,164.95,5.6201,10075,135,587
170,3,Strategy_3949,52.24,11.76,0x8b5f48eb9a81d52dc29c89f81daf7e2997334444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-26T10:38:59.000Z,0.00006643,0.00003986,0.6000,-40.00,1.9692,10040,155,234
171,3,Strategy_3949,52.24,11.76,0x7839Fbfd09DaE4d0F15BfB36b8f16f7898FBE684,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-26T13:12:39.000Z,3.36606441,2.01963865,0.6000,-40.00,1.0971,10065,0,234
172,3,Strategy_3949,52.24,11.76,0x3206f7b054eb91be9766acd34aafd6efe7114444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-26T15:00:32.000Z,0.00025718,0.00015431,0.6000,-40.00,1.1864,10075,5,234
173,3,Strategy_3949,52.24,11.76,0x4BABA6318cbDd731DA9adA934B29Ca530D804444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-26T19:18:46.000Z,0.00008309,0.00030571,3.6792,267.92,8.5988,10060,1240,465
174,3,Strategy_3949,52.24,11.76,0x7ca2865cf319269ea5fe19dc1de16ca43e624444,UNKNOWN,Unknown Token,bsc,Unknown,2025-09-29T06:37:17.000Z,0.00042797,0.00063824,1.4913,49.13,6.9537,9980,6020,233
175,3,Strategy_3949,52.24,11.76,E3oEF6TZb5DssCqwyXRt31AUEnGqvcHeVcyGvLiqpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-29T08:40:14.000Z,0.00298564,0.00505282,1.6924,69.24,4.2472,9975,10,233
176,3,Strategy_3949,52.24,11.76,623fhWRdnYVxQKe1RcZvVHxTDeAftRGBApUtzrRKpump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-29T20:47:04.000Z,0.00169355,0.00101613,0.6000,-40.00,1.4574,9970,0,233
177,3,Strategy_3949,52.24,11.76,6HFnmGqFqLN3c54ZwgQ43FmE5PpPVD1vR1K5Fhg7pump,UNKNOWN,Unknown Token,solana,Unknown,2025-09-30T19:54:35.000Z,0.00036352,0.00021811,0.6000,-40.00,1.6342,9965,785,400
178,3,Strategy_3949,52.24,11.76,0x0A43fC31a73013089DF59194872Ecae4cAe14444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-01T09:30:48.000Z,0.00555937,0.17959611,32.3051,3130.51,81.4348,9985,1465,2083
179,3,Strategy_3949,52.24,11.76,0x0a43fc31a73013089df59194872ecae4cae14444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-02T12:30:04.000Z,0.05343623,0.18319152,3.4282,242.82,5.7343,9985,8605,2135
180,3,Strategy_3949,52.24,11.76,0x53027683088081f30bc84f983a0007e4db7d4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-03T13:24:09.000Z,0.00008755,0.00005253,0.6000,-40.00,1.1386,9995,0,233
181,3,Strategy_3949,52.24,11.76,0x6B4917a11BCb3BDCb545D79F211e81aa5835a3Ba,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-03T17:44:25.000Z,0.00026374,0.00069699,2.6427,164.27,34.2835,9975,6735,487
182,3,Strategy_3949,52.24,11.76,0x071b016976c01eb02996cd5edb6d903e52294444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-03T23:59:57.000Z,0.00001559,0.00000935,0.6000,-40.00,4.9340,9960,0,233
183,3,Strategy_3949,52.24,11.76,0x8cde5c1d2489743e83223f6aad48def582664444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-04T15:37:01.000Z,0.00022403,0.00013442,0.6000,-40.00,1.2777,9980,10,233
184,3,Strategy_3949,52.24,11.76,0x78998d790D6236cC05929101DE65a361af309f5b,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-04T20:12:23.000Z,0.00307224,0.00184334,0.6000,-40.00,1.5967,10065,0,234
185,3,Strategy_3949,52.24,11.76,0x9515027b94db16ea2a752f15cd856c453ba34444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-05T04:23:09.000Z,0.00015065,0.00009039,0.6000,-40.00,2.4249,10055,215,234
186,3,Strategy_3949,52.24,11.76,0x0c5429E9dd1362bfb55c31c01B7f0f38f5f64444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-06T11:38:05.000Z,0.00065475,0.00193787,2.9597,195.97,24.3749,10040,3260,672
187,3,Strategy_3949,52.24,11.76,0x52f1d5d18022Db8d9Abd4EaA143163542C6b4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-06T18:48:25.000Z,0.00067543,0.00040526,0.6000,-40.00,1.5885,10030,0,234
188,3,Strategy_3949,52.24,11.76,0x4f0a3bb884ac105d5e9f5ece437b05fc9a374444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-06T23:31:32.000Z,0.00027836,0.00016701,0.6000,-40.00,3.3082,10045,685,640
189,3,Strategy_3949,52.24,11.76,0x7e4DAB87cBD6307E8833Cc5C540ee151C6db4F42,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-07T07:23:28.000Z,8.08137453,4.84882472,0.6000,-40.00,1.9349,10055,310,234
190,3,Strategy_3949,52.24,11.76,0x77D689c28B9a1661AA75451dCee6D3D3C0264444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-07T11:13:25.000Z,0.00840173,0.00504104,0.6000,-40.00,2.5131,10065,825,681
191,3,Strategy_3949,52.24,11.76,0xa1658064de3ec6bc7ef0934f505676b4fdb44444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-07T12:11:31.000Z,0.00359378,0.00215627,0.6000,-40.00,1.7996,10065,1365,432
192,3,Strategy_3949,52.24,11.76,9NyLK6MHjbaKd1bY3EnFPJQDmkDLvC2WajUCErp9pump,UNKNOWN,Unknown Token,solana,Unknown,2025-10-08T07:20:42.000Z,0.00100001,0.00089886,0.8988,-10.12,1.0608,10055,6515,234
193,3,Strategy_3949,52.24,11.76,0xb2a9b398ce0ed322abd95e8f0a9748beba5e4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-08T12:49:00.000Z,0.00025335,0.00015201,0.6000,-40.00,5.9852,10030,45,467
194,3,Strategy_3949,52.24,11.76,0xB2a9b398cE0Ed322Abd95e8F0A9748BEBa5E4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-08T13:04:06.000Z,0.00104757,0.00062854,0.6000,-40.00,1.4475,10075,30,466
195,3,Strategy_3949,52.24,11.76,0x7819289962b021326574a9342f1cabb0150f4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-08T13:07:39.000Z,0.00140526,0.00084315,0.6000,-40.00,2.8834,10070,140,234
196,3,Strategy_3949,52.24,11.76,0x44444085f53eD1e21d016fFF8341827944AfC5b5,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-09T14:07:59.000Z,0.00019969,0.00011981,0.6000,-40.00,2.3164,10070,0,234
197,3,Strategy_3949,52.24,11.76,0x4977665504ee79d6d270890985b1371b265e4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-09T16:15:43.000Z,0.00006719,0.00004031,0.6000,-40.00,1.0272,10060,10,234
198,3,Strategy_3949,52.24,11.76,0x44443dd87EC4d1bEa3425AcC118Adb023f07F91b,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-09T22:38:54.000Z,0.02491379,0.01494827,0.6000,-40.00,2.0979,10040,15,445
199,3,Strategy_3949,52.24,11.76,0x4444f20947325dc5d37643BCAaA537C85CfCb524,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-10T12:24:41.000Z,0.03224637,0.01934782,0.6000,-40.00,1.5073,10055,5,234
200,3,Strategy_3949,52.24,11.76,0x45E57907058c707a068100De358BA4535b18E2F3,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-11T20:08:06.000Z,0.01561443,0.00936866,0.6000,-40.00,1.8655,10070,350,234
201,3,Strategy_3949,52.24,11.76,0xb616C0d64DcE1C1e9Cf4724Fca70DB3C5B7D4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-12T03:50:59.000Z,0.00121836,0.00073101,0.6000,-40.00,1.1285,10025,75,234
202,3,Strategy_3949,52.24,11.76,0x3c7Dc3f4A8445d74D71Bb608D5D9Eeaf8E9D4444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-12T12:36:52.000Z,0.00066249,0.00039750,0.6000,-40.00,1.5228,10040,30,234
203,3,Strategy_3949,52.24,11.76,0x9C27c4072738CF4b7B0B7071af0ad5666BdDC096,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-12T12:37:31.000Z,0.00534868,0.00365825,0.6840,-31.60,1.7611,10040,0,234
204,3,Strategy_3949,52.24,11.76,0xE5736fc2cB7B48Ecb213852B35B8ddae20754444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-12T22:45:49.000Z,0.00039005,0.00023403,0.6000,-40.00,1.4932,10030,35,913
205,3,Strategy_3949,52.24,11.76,0xa890F8BA60051ec8a5B528F056DA362Ba208a96F,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-13T11:59:16.000Z,0.01416916,0.00988720,0.6978,-30.22,1.3961,10020,5,234
206,3,Strategy_3949,52.24,11.76,0x9462bB84993C606a9D70758d655F30F96d304444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-13T21:28:52.000Z,0.00344227,0.00206536,0.6000,-40.00,2.3831,10050,160,234
207,3,Strategy_3949,52.24,11.76,0xd4f46c60D95e9d37507CE94db9a7703E72a24444,UNKNOWN,Unknown Token,bsc,Unknown,2025-10-13T22:32:55.000Z,0.00075122,0.00045073,0.6000,-40.00,1.5294,10045,5,234
